Transect,Plot,Replicate,Date,Time,Observer,Sky,Wind,BirdNumber,Period,Minute,Species,Sex,DetectionMethod,Distance,NewRecord,CounterSing
805,358,3,6/27/2015,8:25:00 AM,AJS,1,1,10,3,7,BLBW,M,S,1,0,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,1,1,1,OVEN,M,S,1,1,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,2,1,1,OVEN,M,S,2,1,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,3,1,1,BTNW,M,S,1,1,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,4,1,1,BTBW,M,S,1,1,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,7,1,1,REVI,M,S,1,1,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,11,1,2,BTBW,F,V,1,1,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,12,1,3,BTNW,M,S,1,1,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,13,2,4,BTBW,M,S,1,0,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,14,2,4,BTNW,M,S,1,0,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,15,2,4,BTBW,M,S,1,1,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,16,2,4,OVEN,M,S,2,0,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,18,2,4,REVI,M,S,2,0,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,19,2,4,OVEN,M,S,1,0,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,23,3,7,BTBW,M,S,1,0,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,24,3,7,BTBW,M,S,1,0,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,25,3,7,BTNW,M,S,1,0,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,27,3,7,BTNW,M,S,1,0,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,28,3,7,OVEN,M,S,2,0,0
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,30,3,9,REVI,M,S,1,0,1
810,369,3,6/27/2015,7:19:00 AM,DJW,0,0,31,3,9,REVI,M,S,2,1,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,1,1,1,BTNW,M,S,1,1,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,3,1,2,BTNW,M,S,2,1,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,4,1,2,BTNW,M,S,1,1,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,7,1,3,REVI,M,S,1,1,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,9,2,4,REVI,M,S,1,0,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,10,2,4,BTNW,M,S,1,0,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,11,2,5,OVEN,M,S,1,1,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,12,2,5,BTNW,M,S,1,0,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,13,2,5,BTNW,M,S,2,0,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,15,3,7,BTNW,M,S,1,0,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,16,3,7,BTNW,M,S,2,0,1
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,17,3,8,REVI,M,S,1,0,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,18,3,8,OVEN,U,V,1,1,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,19,3,8,OVEN,M,S,1,0,0
810,312,3,6/27/2015,8:44:00 AM,JDW,0,0,20,3,10,BTNW,M,S,1,0,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,1,1,1,REVI,M,S,1,1,1
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,2,1,1,REVI,M,S,1,1,1
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,3,1,1,BLBW,M,S,1,1,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,4,1,1,BTNW,M,S,1,1,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,7,2,3,REVI,M,S,1,1,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,8,2,4,BLBW,M,S,2,1,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,9,2,4,BTNW,M,S,1,1,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,10,2,4,OVEN,M,S,1,1,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,11,3,7,REVI,M,S,1,0,1
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,12,3,7,REVI,M,S,1,0,1
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,13,3,7,OVEN,M,S,1,0,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,14,3,7,BLBW,M,S,2,0,0
805,357,3,6/27/2015,8:45:00 AM,AJS,1,1,15,3,8,BTNW,M,S,1,0,0
800,46,3,6/27/2015,6:41:00 AM,CH,1,1,6,1,3,BTNW,M,S,2,1,0
800,46,3,6/27/2015,6:41:00 AM,CH,1,1,11,2,6,BTNW,F,V,1,1,0
800,46,3,6/27/2015,6:41:00 AM,CH,1,1,12,2,7,BTNW,M,S,2,0,0
800,46,3,6/27/2015,6:41:00 AM,CH,1,1,21,3,10,BTNW,M,S,2,0,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,1,1,1,REVI,M,S,1,1,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,2,1,1,BTBW,M,S,2,1,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,6,2,4,REVI,M,S,1,0,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,8,2,5,BTBW,M,S,2,0,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,9,2,5,OVEN,M,S,1,1,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,12,3,7,REVI,M,S,1,0,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,13,3,8,OVEN,M,S,1,0,0
810,313,3,6/27/2015,8:58:00 AM,JDW,0,0,16,3,9,OVEN,U,C,1,1,0
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,1,1,1,BLBW,M,S,1,1,0
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,2,1,1,REVI,M,S,1,1,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,3,1,1,REVI,M,S,1,1,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,6,2,3,BLBW,M,S,1,0,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,7,2,3,BLBW,M,S,2,1,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,8,2,4,REVI,M,S,1,0,0
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,11,2,6,OVEN,M,S,2,1,0
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,13,3,7,OVEN,M,S,2,0,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,14,3,7,REVI,M,S,1,0,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,15,3,7,BLBW,M,S,1,0,0
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,16,3,8,REVI,M,S,1,0,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,17,3,8,OVEN,M,S,2,1,1
805,356,3,6/27/2015,9:05:00 AM,AJS,1,1,18,3,9,BTBW,M,S,1,1,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,1,1,1,BTBW,M,S,1,1,1
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,4,1,1,BTBW,M,S,1,1,1
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,5,1,1,OVEN,M,S,1,1,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,6,1,2,BTNW,M,S,2,1,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,7,1,3,REVI,M,S,2,1,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,10,2,4,BTBW,M,S,1,0,1
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,11,2,4,BTBW,M,S,1,0,1
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,12,2,5,OVEN,M,S,1,0,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,16,3,7,OVEN,M,S,1,0,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,17,3,7,REVI,M,S,2,0,0
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,18,3,7,BTBW,M,S,1,0,1
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,19,3,7,BTBW,M,S,1,0,1
810,368,3,6/27/2015,7:38:00 AM,DJW,1,0,20,3,8,BTNW,M,S,1,0,0
800,47,3,6/27/2015,6:26:00 AM,CH,0,2,6,1,2,"BTNW
",M,S,1,1,0
800,47,3,6/27/2015,6:26:00 AM,CH,0,2,10,2,4,BTNW,M,S,1,0,0
800,47,3,6/27/2015,6:26:00 AM,CH,0,2,13,3,7,BTNW,M,S,1,0,1
800,47,3,6/27/2015,6:26:00 AM,CH,0,2,14,3,7,BTNW,M,S,1,1,1
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,1,1,1,OVEN,M,S,1,1,1
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,2,1,1,OVEN,M,S,2,1,1
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,4,1,1,BLBW,M,S,1,1,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,5,1,1,BTNW,M,S,2,1,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,8,1,2,BTNW,U,V,1,1,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,11,1,2,REVI,M,S,2,1,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,13,2,4,BLBW,M,S,1,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,16,2,4,OVEN,M,S,2,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,17,2,4,BTNW,M,S,1,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,18,2,5,BTBW,M,S,2,1,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,21,3,7,BLBW,M,S,1,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,22,3,7,REVI,M,S,2,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,25,3,8,BTNW,M,S,1,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,28,3,8,OVEN,M,S,2,0,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,29,3,10,REVI,U,V,1,1,0
815,384,3,6/27/2015,8:15:00 AM,DJW,1,0,30,3,10,REVI,U,V,1,1,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,2,1,1,REVI,M,S,1,1,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,3,1,1,OVEN,M,S,1,1,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,4,1,2,BTBW,M,S,1,1,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,7,2,3,REVI,M,S,1,0,1
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,8,2,4,REVI,M,S,2,1,1
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,9,2,4,BTBW,M,S,1,0,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,10,2,5,OVEN,M,S,1,0,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,11,3,6,OVEN,M,S,1,0,0
805,355,3,6/27/2015,9:20:00 AM,AJS,2,1,13,3,7,REVI,M,S,2,0,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,2,1,1,BTBW,M,S,1,1,1
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,5,1,2,REVI,M,S,1,1,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,8,1,3,BTBW,M,S,1,1,1
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,10,2,4,BTBW,M,S,1,0,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,12,2,5,REVI,M,S,1,0,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,14,2,5,BLBW,M,S,1,1,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,15,2,5,BTBW,M,S,1,0,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,18,2,7,BTNW,M,V,1,1,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,23,3,7,REVI,M,S,1,0,1
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,24,3,7,BLBW,M,S,1,0,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,26,3,8,REVI,M,S,2,1,1
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,27,3,9,BTNW,M,V,1,0,0
800,48,3,6/27/2015,6:03:00 AM,CH,0,1,30,3,10,BTNW,U,V,1,1,0
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,1,1,1,REVI,M,S,1,1,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,2,1,1,REVI,M,S,1,1,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,3,1,2,BTNW,M,S,1,0,0
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,4,2,3,BTNW,M,S,1,0,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,5,2,3,REVI,M,S,1,0,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,6,2,4,OVEN,M,S,1,1,0
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,7,2,5,BTNW,M,S,1,1,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,8,2,6,REVI,M,S,1,0,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,9,3,6,OVEN,M,S,1,0,0
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,10,3,7,REVI,M,S,1,0,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,11,3,7,REVI,M,S,1,0,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,12,3,7,BTNW,M,S,1,0,1
805,299,3,6/27/2015,9:45:00 AM,AJS,2,1,13,3,7,BTNW,M,S,1,0,1
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,2,1,1,BTBW,M,S,1,1,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,3,1,2,BTNW,M,S,2,1,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,4,1,3,REVI,M,S,1,1,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,5,2,4,BTBW,M,S,1,0,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,6,2,4,BTNW,M,S,2,0,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,7,2,5,OVEN,M,S,1,1,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,10,2,7,REVI,M,S,1,0,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,12,3,7,REVI,M,S,1,0,1
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,14,3,8,BTBW,M,S,1,0,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,16,3,8,REVI,M,S,2,1,1
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,17,3,8,BTNW,M,S,2,0,0
800,49,3,6/27/2015,5:43:00 AM,CH,0,2,19,3,9,BTBW,M,S,1,1,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,1,1,1,REVI,M,S,1,1,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,2,1,1,BTNW,M,S,1,1,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,4,1,1,BTBW,M,S,1,1,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,5,1,1,OVEN,M,S,2,1,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,8,1,2,OVEN,M,S,1,1,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,9,1,2,BTBW,M,S,1,1,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,10,2,4,BTBW,M,S,1,0,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,11,2,4,BTBW,M,S,1,0,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,12,2,4,BTNW,M,S,1,0,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,15,2,4,REVI,M,S,2,0,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,17,2,5,OVEN,M,S,1,0,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,18,2,5,OVEN,M,S,2,0,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,20,2,7,BLBW,M,S,1,1,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,21,3,7,REVI,M,S,2,0,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,22,3,7,BLBW,M,S,1,0,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,23,3,7,BTNW,M,S,1,0,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,24,3,7,BTBW,M,S,1,0,0
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,26,3,8,OVEN,M,S,1,0,1
815,383,3,6/27/2015,8:33:00 AM,DJW,1,0,27,3,8,OVEN,M,S,2,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,2,1,1,REVI,M,S,2,1,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,3,1,1,BTNW,M,S,1,1,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,4,1,1,OVEN,M,S,2,1,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,5,1,1,BTBW,M,S,1,1,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,6,1,1,REVI,M,S,2,1,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,8,1,3,OVEN,M,S,2,1,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,9,2,4,BTNW,M,S,1,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,12,2,4,REVI,M,S,2,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,13,2,4,OVEN,M,S,2,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,14,2,4,OVEN,M,S,1,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,15,2,4,BTNW,M,S,1,1,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,16,2,5,BTBW,M,S,1,0,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,19,2,6,BLBW,M,S,1,1,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,20,2,7,REVI,M,S,2,1,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,22,3,7,OVEN,M,S,2,0,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,23,3,7,REVI,M,S,2,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,24,3,7,REVI,M,S,2,0,1
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,26,3,8,OVEN,U,V,1,1,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,27,3,8,BTNW,M,S,1,0,0
815,382,3,6/27/2015,8:47:00 AM,DJW,1,0,28,3,8,BTBW,M,S,1,0,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,1,1,1,BTBW,M,S,1,1,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,2,1,1,REVI,M,S,1,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,3,1,1,REVI,M,S,2,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,4,1,1,REVI,M,S,2,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,5,1,1,OVEN,M,S,1,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,6,1,1,OVEN,M,S,1,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,7,1,2,BLBW,M,S,1,1,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,8,2,4,OVEN,M,S,1,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,9,2,4,OVEN,M,S,1,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,10,2,4,BTNW,M,S,1,0,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,11,2,4,BTBW,M,S,1,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,12,2,4,BTBW,M,S,1,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,13,2,4,REVI,M,S,1,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,14,2,4,REVI,M,S,2,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,15,2,4,BLBW,M,S,1,0,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,16,2,4,OVEN,M,S,2,1,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,17,3,7,REVI,M,S,2,0,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,18,3,7,BTBW,M,S,1,0,0
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,19,3,7,OVEN,M,S,1,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,20,3,7,OVEN,M,S,2,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,21,3,7,OVEN,M,S,2,0,1
815,381,3,6/27/2015,9:02:00 AM,DJW,1,0,22,3,8,BTNW,M,S,1,0,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,1,1,1,OVEN,M,S,2,1,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,2,1,1,REVI,M,S,2,1,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,3,1,2,BLBW,M,S,1,1,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,4,2,4,REVI,M,S,2,1,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,5,2,4,REVI,M,S,2,0,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,6,2,4,OVEN,M,S,2,0,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,7,2,5,OVEN,M,S,1,1,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,8,3,7,OVEN,M,S,2,0,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,9,3,7,REVI,M,S,2,0,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,10,3,8,OVEN,M,S,1,0,0
815,380,3,6/27/2015,9:16:00 AM,DJW,1,0,11,3,10,BTBW,M,S,1,1,0
815,379,3,6/27/2015,9:31:00 AM,DJW,1,0,1,1,2,OVEN,M,S,1,1,0
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,1,1,1,OVEN,M,S,2,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,2,1,1,OVEN,M,S,1,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,3,1,1,REVI,M,S,1,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,4,1,1,REVI,M,S,2,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,5,1,1,BTBW,M,S,1,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,6,1,1,BTBW,M,S,1,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,7,1,1,REVI,M,S,1,1,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,8,1,3,BTNW,M,S,2,1,0
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,9,2,3,BTBW,M,S,1,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,10,2,3,BTBW,M,S,1,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,11,2,3,REVI,M,S,1,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,12,2,3,BTBW,M,S,2,1,0
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,13,2,4,OVEN,M,S,1,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,14,2,4,OVEN,M,S,2,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,15,2,5,REVI,M,S,2,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,16,3,6,REVI,M,S,1,0,0
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,17,3,7,BTBW,M,S,1,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,18,3,7,BTBW,M,S,1,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,19,3,7,BTBW,M,S,2,0,1
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,20,3,7,OVEN,M,S,2,0,0
795,26,3,6/29/2015,5:34:00 AM,AJS,2,0,21,3,8,BTNW,M,S,2,0,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,1,1,1,BTNW,M,S,1,1,1
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,2,1,1,BTNW,M,S,1,1,1
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,3,1,1,REVI,M,S,1,1,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,4,1,1,BTBW,M,S,1,1,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,5,2,4,REVI,M,S,1,0,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,6,2,4,BTBW,M,S,1,0,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,7,2,5,BTNW,M,S,1,0,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,8,3,7,REVI,M,S,1,0,0
795,35,3,6/29/2015,7:56:00 AM,CH,2,0,9,3,10,BTNW,M,S,1,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,1,1,1,BTBW,M,S,1,1,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,2,1,1,BTBW,M,V,1,1,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,3,1,1,OVEN,M,S,2,1,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,4,1,2,BTBW,M,S,2,1,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,5,1,2,REVI,M,S,1,1,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,8,2,4,OVEN,M,S,2,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,10,2,4,BTBW,M,S,2,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,11,2,5,REVI,M,S,1,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,13,2,5,BTBW,M,S,1,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,14,2,6,BTBW,M,V,1,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,15,3,7,REVI,M,S,1,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,16,3,7,OVEN,M,S,2,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,18,3,8,BTBW,M,S,2,0,0
800,15,3,6/29/2015,5:30:00 AM,JDW,2,0,21,3,9,BTBW,M,S,1,0,0
795,42,3,6/29/2015,7:01:00 AM,CH,2,0,6,1,3,BTNW,M,S,1,1,0
795,42,3,6/29/2015,7:01:00 AM,CH,2,0,13,3,7,BTNW,M,S,1,0,0
790,98,3,6/29/2015,5:30:00 AM,DJW,2,0,2,1,1,BLBW,M,S,1,1,0
790,98,3,6/29/2015,5:30:00 AM,DJW,2,0,3,1,1,REVI,M,S,2,1,0
